BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_CR_LINES,DEBT_TO_INCOME
1,23300,71734,100072,6,0,7,122.7994431,21,34.53043859
0,23300,27793,50177,16,0,0,136.401603,24,28.0529211
1,23300,103783,132612,1,0,0.5,120.3479666,19,203.3121487
0,23300,91957,135827,11.2,0,1,203.0716875,20,27.83335613
0,23300,88825,104609,8,0.2,0.5,179.2,21.3,28.01323884
0,23300,89847,136259,11.2,0,0,210.0161196,21,29.77994226
0,23400,64332,95770,13,0,0,128.2392225,13,35.15764561
0,23400,81379,105005,11.2,0,0,186.8909246,24,37.88976871
0,23400,91165,99564,8,0.2,0.5,179.2,21.3,28.97862141
0,23400,72262,94646,2,0,0,105.9992656,29,31.8406351
0,23400,89427,106590,6,0.2,0.5,179.2,21.3,29.37165152
0,23400,48549,68957,6,0,0,172.8107266,27,34.4567622
0,23400,125750,165732,6,0,0,195.0845391,38,20.73303164
0,23400,97865,120172,2,0,0,200.5757523,26,36.39872872
0,23400,35634,61149,11.2,0,0,204.6427862,13,41.11515894
0,23400,89226,119604,3,0,0,221.6813833,26,34.5562014
0,23400,90924,116819,24,0,0,245.8978616,27,40.85742704
0,23400,45766,66192,26,0,0,284.7815723,32,35.9367948
0,23500,95289,122273,9,0,0,118.6161343,23,30.44727454
0,23500,74074.7,90205,9,0,0,169.0149735,16,38.69873592
0,23500,90246,119320,22,0,0,239.2596449,26,41.33669648
1,23500,52457,77436,16,0,0,179.2,0,33.56876627
0,23500,18989,51607,26,0,1,206.765495,24,27.55140882
0,23500,44952,70191,6,0,0,164.9639399,26,35.78815771
0,23500,68049,93394,6,0,0,191.1124423,18,32.13282224
0,23500,133197,168990,8,1,0,214.2845994,19,36.64262904
0,23500,48286,81958,6,0,0,248.8600943,25,32.46730089
1,23500,54816,87000,3.5,0,1,223.2,17,41.55521507
1,23500,74074.7,143168,10,0.2,0.5,179.2,21.3,35.73356733
0,23500,74074.7,131203,0,0,0,318.8471298,21,31.08415579
0,23500,146371,179434,6,0.2,0.5,195.1781446,43,39.94505447
0,23500,74074.7,59600,26,0,0,127.8,9,34.38907188
0,23500,90129,141785,23,1,0,158.9968245,25,40.33195033
0,23500,37858,60890,2,0,0,110.0572738,17,19.26843955
0,23500,62742,111921,15,0,3,282.9760159,36,27.14820546
0,23500,132737,285749,4,0,0,213.3929949,14,31.23611381
0,23500,94109,97194,1,1,0,116.8186482,20,35.86611643
0,23500,74074.7,66217,24,0,1,122.1475515,8,20.17202126
0,23500,55731,89079,4,0,0,273.6743799,25,33.50940904
0,23500,190239,233603,3,0,0,285.3312927,27,39.91648297
0,23500,147696,118200,4,0,0,103.6727859,34,30.36171141
1,23500,74074.7,116983,11.2,0,1,143.4146448,10,35.06031985
0,23600,70769,183593,11,0,0,367.0984875,17,33.78919233
0,23600,30758,57280,13,0,0,104.3956905,24,31.12039863
0,23600,87875,139025,10,0,0,112.9125146,15,38.50589728
0,23600,136607,172414,6,0,0,226.0402946,20,36.97693039
0,23600,74074.7,68208,26,0,0,119.5859013,8,20.81825554
0,23600,69846,189234,11,0,0,357.8050619,17,30.56428034
0,23600,36438,80176,10,0,0,289.7015389,19,39.92995455
0,23600,57327,105411,14,0,3,276.1823627,35,29.2830325
0,23600,94908,101678,1,1,0,125.7017044,19,33.22431913
0,23600,141000,175000,2,0,0,192.7666667,35,40.31840684
0,23600,82639,114266,11.2,0,0,186.1563472,25,37.9438682
0,23600,82407,106431,11.2,0,0,169.8052711,24,39.48884444
0,23600,56023,83659,5,0,0,267.7555345,25,32.20078133
0,23700,74074.7,78878,4,0,0,408.1876462,23,24.20093583
0,23700,144373,180927,5,0.2,0.5,175.8153754,43,40.31579003
0,23700,74074.7,46665,11.2,0.2,0.5,85.1283538,12,24.99135942
0,23700,46910,75136,10,0,0,119.2312044,19,43.829588
0,23700,93734,98099,8,0.2,0.5,179.2,21.3,30.02008799
0,23700,62949,99295,15,0,0,145.3552803,14,36.03276029
0,23700,82983,106877,11.2,0,0,177.0176744,24,40.99520822
0,23700,87141,140428,22,1,0,169.2836314,25,40.98061565
0,23700,104752,143913,11.2,0.2,0.5,179.2,21.3,36.76101419
0,23700,18825,55549,26,0,1,203.8609299,25,26.62907739
0,23700,58068,97948,1,0,0,160.0582364,21,34.35546078
0,23800,74390,186176,10,0,0,363.1401917,16,30.27099531
0,23800,74074.7,71798,6,0,0,119.7119548,5,19.62452779
0,23800,76390,110315,7,0,0,275.9553562,29,29.71360104
0,23800,45279,68939,6,0,0,77.22882195,19,35.5214873
1,23800,19612,77300,15,0,6,173.4666667,19,28.98890297
1,23800,55753,87971,1,0,0,56.6670994,13,64.77572776
1,23800,9124,41900,28,0,2,120.7333333,16,38.50802154
0,23800,101536,147601,10,0,0,161.2557418,23,32.71942124
0,23800,44372,67279,6,0,0,75.81397134,19,36.52956948
0,23900,7500,26500,17,3,0,126.8333333,19,41.32891548
0,23900,74074.7,63096,11.2,0,0,313.8097259,19,37.51332405
0,23900,21549,49842,25,0,0,300.2963125,12,30.20398928
0,23900,70694,95718,11,0,0,138.1673596,13,38.56120628
0,23900,16082,31196,17,2,0,123.3686461,19,26.71625685
0,23900,95060,134567,11.2,0,0,194.2510061,20,27.15706127
1,23900,74074.7,105700,0.8,0.2,0.5,179.2,21.3,40.17023436
0,23900,80406,108122,17,0,0,211.9232754,13,41.4948398
0,23900,27800,43403,27,0,0,307.6242388,12,31.91370468
0,23900,85097,100730,9,0.2,0.5,179.2,21.3,29.50851727
0,23900,90244,120751,3,0,0,194.9872525,26,35.40605965
0,23900,55284,92305,7,0,0,241.0836493,19,37.47975712
0,23900,74074.7,62276,26,0,0,127.024625,8,20.40782558
0,23900,140328,183533,8,0,0,322.7881144,17,45.41317756
0,23900,87884,116559,23,0.2,0,314.3944934,42,37.98813172
0,23900,74074.7,151738,11.2,0.2,0.5,179.2,21.3,16.42639471
0,24000,43427,68308,25,0,0,302.772262,31,34.87185516
0,24000,96072,122441,10,0,0,127.741782,24,33.60803731
0,24000,31243,50602,3,1,0.5,135.1985187,11,25.35716493
0,24000,144975,180539,6,0.2,0.5,193.1196811,43,39.59359522
0,24000,43948,86111,24,0,0,258.3035939,7,26.61774876
1,24000,88783,116967,2,0,0,171.5062567,23,56.96183857
1,24000,19500,38000,11.2,0,1,198.9,17,31.43865044
0,24000,16997,45000,25,0,0,118.6666667,11,23.38214633
0,24000,137000,204963,5,0,0,189.7,28,38.3733387
0,24000,114196,150000,4,0,0,289.1333333,25,41.62539418
0,24000,59300,88000,16,0,0,97.93333333,17,38.56129406
1,24000,35000,102269,3,1,0,177.5,16,36.12288768
1,24000,136000,102269,3,1,6,303.2942857,27,30.81241198
1,24000,18655,48800,3,0,0,65.96666667,12,25.99609037
0,24000,239568,266430,7,0,0,243.7324175,50,35.87195895
0,24000,17575,50375,23,0,0,135.7640508,11,22.9810051
1,24100,164155,225184,2,0.2,0.5,179.2,21.3,31.56422692
0,24100,57041,92081,7,0,0,230.0597297,19,35.89670864
0,24100,77435,113000,10,0,1,124.7666667,19,31.81627411
1,24100,30951,58000,11,0,4,36.5,12,32.57142214
0,24100,61811,97086,6,0,0,222.6265908,19,34.68253701
0,24100,80005,102098,18,1,0,196.2531041,12,39.7589325
0,24100,104442,161366,14,0,0,195.6423332,25,34.54080952
0,24100,95549,112283,22,0,0,243.3497326,28,39.08269663
0,24100,57555,90732,8,0,0,236.9619925,19,37.93487786
0,24100,74074.7,49433,11.2,0.2,0.5,83.09972613,13,26.14897018
1,24200,10286,102269,24.5,0,1,216.1333333,32,29.85872643
0,24200,45902,70212,25,0,0,303.7624695,32,35.22386162
0,24200,92572,121310,9,0,0,117.0455007,24,30.48278003
0,24200,242111,266670,6,1,0,243.0031287,51,36.57538774
1,24200,39808,102269,3,1,0,184.7251127,16,51.63038059
0,24200,68477,91598,16,0,0,88.66520126,17,32.52309222
0,24200,22763,47622,23,0,0,126.9226912,10,23.04094471
0,24200,63229,89394,15,0,0,84.66879155,16,35.60488671
0,24200,150939,183208,1,0,0,205.776802,34,39.65633406
0,24200,90626,116601,2,0,0,226.1163866,27,34.49993837
0,24200,104005,158224,14,0,0,175.6220829,25,33.99242445
0,24300,142000,175000,6,0,0,323.6666667,35,39.75173498
0,24300,70912,98353,9,1,0,126.2435974,26,36.37253142
0,24300,50826,68199,7,0,0,71.1819889,19,36.49620108
0,24300,93520,137241,11.2,0,0,199.7635632,20,27.47155969
0,24300,41323,73309,27,0,1,298.1859041,32,36.15527752
0,24300,110442,138581,9,2,0,175.1536895,17,40.34888533
0,24300,236390,262210,6,0,0,243.0779001,50,36.90666497
0,24300,74074.7,144123,11.2,0.2,0.5,179.2,21.3,15.52923014
0,24300,55579,98320,1,0,0,187.0218108,26,33.47337359
0,24300,21660,48475,26,0,0,102.7828355,10,23.24795828
0,24300,123686,153184,4,0,0,298.2829133,25,36.33656439
0,24300,74074.7,60628,23,0,0,145.2927361,9,22.98481899
0,24300,42276,68775,24,0,0,309.6835856,31,32.74650689
0,24400,110177,145000,5,0.2,0.5,293.2365248,36,37.41805474
1,24400,119000,144400,33,0,2,229.3,36,40.97572539
0,24400,237543,261393,3,1,0,254.517448,50,37.90658567
1,24400,69873,101484,15,0,6,225.7525542,29,34.93189635
0,24400,87838,104468,6,0.2,0.5,179.2,21.3,30.28035484
0,24400,119111,154860,3,0,0,296.9303901,25,38.49313261
0,24400,147073,182069,2,0,0,173.7149466,35,37.81236793
0,24400,26366,54775,13,0,0,101.6362349,24,29.09588127
0,24400,74074.7,59888,11.2,0,0,288.2296811,19,38.58133284
0,24400,74074.7,28900,24,0,0,81.16666667,15,24.27774767
0,24400,109253,158257,17,0,0,193.9652872,25,34.59449254
0,24400,65233,96473,15,0,0,80.09869097,17,35.44294677
0,24400,91316,147837,23,0,0,170.0567485,24,42.66845465
0,24400,80065,118423,8,0,1,126.5427462,18,26.2739081
0,24400,61260,103842,1,0,0,179.5402847,26,33.59045514
0,24400,112178,159638,17,0,0,197.9695585,26,33.13017589
0,24400,95843,123377,2,0,0,201.9767562,26,32.90346813
0,24500,33537,57048,14,0,0,99.37613252,24,28.49500481
0,24500,74074.7,149489,11.2,0.2,0.5,179.2,21.3,15.44348605
0,24500,80072,107559,18,0,0,194.8774602,12,39.21016963
0,24500,118251,158758,2,0,0,282.6499217,24,38.84480195
0,24500,69615,94656,7,0,1,136.5556217,26,35.56529668
0,24500,134188,171658,5,1,0,219.1675779,20,34.98614057
0,24500,67336,96060,8,0,1,142.3442498,25,35.97985624
0,24500,62490,97467,14,0,0,96.97267872,17,34.97565503
1,24500,95736,134000,1.5,0,1,122.5,20,28.97161842
0,24500,52000,84915,0.4,0,1,93.16666667,23,35.95566767
0,24500,216787,281351,5,0.2,4,473.8139861,55,31.20117485
0,24500,74074.7,51623,11.2,0.2,0.5,91.86238836,12,28.87957066
0,24500,123319,159934,2,0,0,300.6251895,25,37.7861752
0,24500,74074.7,35543,21,0,0,83.11198815,15,29.8556335
0,24600,113034,165176,15,0,0,194.842164,26,32.77014793
0,24600,71862,94704,1,0,0,93.26171339,29,35.2905832
0,24600,41300,61700,19,0,0,181.6333333,22,26.98066592
0,24600,74074.7,146804,11.2,0.2,0.5,179.2,21.3,17.26353485
1,24600,75636,112956,1,1,0,318.5461654,42,32.87062016
0,24600,221331,289991,5,0.2,4,474.0270741,55,31.46338455
0,24700,55435,89663,7,0,0,252.6220694,26,34.74184793
0,24700,149235,178454,5,0,0,324.1377835,34,38.70999145
0,24700,111107,163926,15,0,1,170.6294314,26,32.93429181
0,24700,23231,54024,24,0,0,118.1540915,11,23.26522492
1,24700,79347,108238,0,1,0,45.62588779,49,46.99603429
0,24700,53925,83056,4,0,0,251.1883928,25,34.88924173
0,24700,44306,74197,5,0,0,73.71525064,18,35.44157026
0,24700,98900,115052,23,0,0,239.4260738,26,41.70053078
0,24700,77022,112172,9,0,1,306.8710779,28,30.12004195
0,24800,74074.7,63753,11.2,0,0,300.7572856,19,40.13447676
0,24800,144410,211936,3,0,0,195.0703595,28,38.92615688
0,24800,109084,140355,11,2,0,183.7952585,18,40.60479583
0,24800,74074.7,45167,11.2,0.2,0.5,84.73561794,12,28.45701893
0,24800,98139,121696,3,0,0,208.5232669,27,32.64426513
1,24800,132000,165000,19,0,0,187.6666667,35,28.62023661
1,24800,37200,67000,10,1,8,242.4666667,23,35.27937886
0,24800,82670,106563,8,0,0,302.984432,28,30.95648584
0,24800,43287,72898,8,0,0,87.01103562,18,34.0310957
1,24800,76220,102087,6,0,1,126.6410196,32,48.56957404
0,24800,64537,93212,7,1,1,120.3514204,25,34.68608867
0,24900,46116,77519,9,0,0,120.0835519,19,42.92950927
0,24900,60778,94374,5,0,0,232.1188078,20,34.92549001
0,24900,17139,33269,16,3,0,124.1968265,18,26.27583242
0,24900,134427,169444,7,1,0,202.4473261,19,35.3492119
0,24900,89530,146815,19,1,0,164.7703104,25,39.34585859
0,24900,92168,143484,6,0,0,159.5834421,31,34.14587135
1,24900,62191,83694,3,0,0,55.9375123,14,62.11072187
0,24900,51155,83000,9,1,1,139.0333333,30,35.19606283
0,24900,139241,171296,6,1,0,220.6871583,19,35.59165567
1,24900,77000,115006,10,0,0,293.2333333,36,32.30387697
0,24900,74074.7,48291,11.2,0.2,0.5,94.07837758,12,25.61784573
1,25000,74800,105000,10,0,5,163.3,46,39.77043487
0,25000,74074.7,60685,11.2,0,0,311.9358895,19,39.4217139
0,25000,60504,93907,1,0,0,99.99371532,23,33.49035424
0,25000,95651,148280,21,1,0,154.5654328,24,42.69533127
0,25000,74074.7,62619,26,0,0,112.9674833,8,21.26380538
0,25000,109000,175000,17,0,0,298.3333333,31,39.86725
0,25000,94000,125000,11,0,1,151.1333333,29,34.67532678
0,25000,177000,226000,0.4,0,0,305.1331253,33,41.8589852
0,25000,136375,236250,29,0,0,354.1,19,38.02219041
0,25000,23900,55700,2.5,0,0,116.6333333,7,28.67803246
0,25000,19600,71000,11.2,2,2,93.33333333,26,29.38075185
0,25000,145000,185000,2,0,0,176.5,17,39.95541374
0,25000,57459,96000,16,0,1,133.7666667,30,31.20282064
0,25000,188545,241279,9,0,0,102.5,26,38.43339168
0,25000,84000,120000,1.5,0,0,188.7682131,25,31.50642312
0,25000,94000,141750,22,0,0,209,13,35.85033431
0,25000,77590,108290,10,0,1,396.7333333,45,36.49780175
0,25000,89000,122000,0,1,0,193.8,38,32.19773619
0,25000,199000,236200,8,0,0,133.3666667,42,39.9196691
0,25000,140000,183600,12.6,0,1,148.1333333,37,44.23271499
0,25000,22800,49523,36,0,0,281.0666667,24,25.14778976
0,25000,74074.7,113000,9,1,0,168.4,27,33.5355162
0,25000,42632,71000,24,0.2,1,284.9333333,30,37.92023129
1,25000,70150,102269,4,2,0.5,104.5333333,7,35.8332846
0,25000,71700,122500,0,0,0,303.4,24,34.9828254
0,25000,69300,111800,5,0,0,95.36666667,32,43.56535226
0,25000,127491,178453,1,0.2,0.5,120.4,39,32.43762999
1,25000,98500,130000,5,0,1,201.8333333,43,29.1477012
1,25000,71081,112500,3,2,0,87.2,27,38.48178698
1,25000,74074.7,102269,22,0,2,203.2,23,31.81664203
1,25000,26743,57000,2,0,0,90.6,19,31.56766746
1,25000,110048,102269,1,0,1,126.4,24,30.94248566
1,25000,110676,102269,8,2,0,119.3666667,6,30.94248566
1,25000,184000,232760,4,0,4,230.1,44,40.03856293
1,25000,82000,128325,11.2,0,1,10.13333333,41,39.23504896
1,25000,95000,127000,15,1,2,296.2,27,36.51105877
1,25000,105750,141000,15,1,2,305.3666667,14,37.71011536
1,25000,74074.7,72970,1.8,4,0,198.8,18,21.69402132
1,25000,117500,165000,17.5,0,3,239.4,27,35.08957516
1,25000,123184,200000,12,0,1,160.3,32,33.82083395
1,25000,90000,128000,10,1,1,73.03333333,40,27.46426529
1,25000,74074.7,48700,11,0,3,41.56666667,6,26.04985443
1,25000,175225,211000,13,1,2,148.1333333,53,40.3304082
1,25000,59000,34000,10,4,2,125.8333333,23,32.46410542
1,25000,106282,167500,14,2,4,198.8666667,28,34.66131391
1,25000,68000,102269,8,0.2,1,134.7666667,33,39.58262354
1,25000,191600,231000,11.2,0.2,3,106.8,27,38.03469399
1,25000,59841,108620,20,0,0,101.4666667,4,44.29608543
1,25000,122000,151200,1,1,6,262.3333333,30,39.48771401
1,25000,104000,188500,0.7,0,11,194.8,14,38.20351368
1,25000,11300,154340,19,1,5,119.6666667,21,29.93549178
1,25000,39000,72500,3,0,1,114.6666667,22,33.97453139
1,25000,112000,157000,5.5,0,0,63.9,9,33.75321155
1,25000,103700,172762,4,0,0,179.2,0,41.42778033
0,25000,74074.7,45764,11.2,0.2,0.5,107.1447608,12,27.77990534
0,25000,135501,184613,0,0.2,0.5,119.5305254,39,30.65881623
0,25000,74074.7,35000,10,1,0.5,88.93333333,14,27.1491429
0,25000,83624,116976,9,0,0,129.5495932,19,29.42773368
0,25000,72077,104294,1,0.2,0.5,232.0511235,24,40.64547977
0,25000,36108,84365,23,0,0,248.8515009,7,26.02704025
0,25100,85337,104607,6,0.2,0.5,179.2,21.3,27.95047513
0,25100,28778,50872,28,0,0,304.1951532,12,31.59946433
0,25100,147622,187441,3,0,0,170.4807208,16,41.52143161
0,25100,21490,71571,11.2,1,1,101.9251329,25,30.44411926
0,25100,46614,69750,17,0,0,193.2525794,22,33.71535165
0,25100,74074.7,59783,11.2,0,0,307.7497359,19,39.27702198
0,25100,65633,100776,15,0,1,141.9381303,29,40.62020969
0,25100,41314,71357,19,0,0,183.6314283,22,33.66553412
0,25100,26889,47061,28,0,0,318.9013325,13,31.32456596
0,25100,26211,42517,28,0,0,313.3362279,12,31.29506957
0,25100,96627,128022,1,0,0,197.6334714,37,35.98054235
0,25100,66938,92544,8,1,1,135.6650702,26,34.56587631
0,25100,143881,243809,27,0,0,353.9908365,18,39.87670703
0,25100,73398,115065,5,0,0,88.60633747,31,42.05024445
0,25100,24205,54464,25,0,0,116.4407697,11,22.45936936
0,25100,137489,168216,7,1,0,211.2089809,20,34.76794885
0,25100,108235,201918,24,0,0,199.4864637,19,23.65233981
0,25200,55283,103324,0,0,0,181.4513682,26,32.92386047
0,25200,63258,100392,0,0,0,194.7013158,25,35.27446098
0,25200,22773,72541,11.2,1,2,92.583557,26,30.42091482
0,25200,51789,75569,25,0.2,1,281.9286846,30,40.87461909
0,25200,26255,50963,24,0,0,302.4312241,12,31.25832865
0,25200,137054,207511,4,0,0,188.5746595,27,39.96388766
0,25200,74074.7,68083,26,0,0,128.4230865,8,21.05500114
0,25200,75037,102227,9,0,0,148.7297782,21,37.23969674
0,25200,73168,93608,9,0,0,151.1214795,21,35.59032677
0,25200,69510,90781,6,0,1,143.8313539,25,35.3269126
0,25200,74038,114722,9,0,1,304.0041559,28,31.36072725
0,25300,60084,88898,7,0,0,227.0869244,19,36.44443099
0,25300,137813,214014,5,0,0,187.1925099,27,38.65684666
0,25300,139427,245988,28,0,0,366.1101514,18,36.27844415
0,25300,115226,153900,6,0.2,0.5,303.0140835,36,41.71511069
0,25300,118744,153552,5,0.2,0.5,307.876199,35,43.46926337
0,25300,74074.7,33975,23,0,0,79.16325954,14,27.17922554
0,25300,122933,157009,3,0,0,280.5738445,24,38.74080142
0,25300,51261,87025,4,0,0,249.8361848,25,31.65878641
0,25300,56393,86612,6,0,0,258.1473687,25,33.19387553
0,25300,62540,101165,0,0,0,195.4513312,25,35.20086451
1,25400,136322,102269,2,0,5,303.7379347,27,16.6446745
0,25400,76194,98188,0,0.2,0.5,245.2678533,23,42.13810643
1,25400,107343,192642,1,0,10,192.6716931,14,35.75976024
0,25400,61907,87133,0,0,1,81.49211941,22,34.36469831
0,25400,149364,210724,10,0,0,266.5067241,34,41.61798303
0,25400,82553,107422,9,1,0,305.7597054,29,32.72167844
0,25400,44800,78000,21,0,0,211.0333333,27,39.93813106
0,25400,158111,209649,10,0,0,254.3361895,34,43.13677016
0,25400,62906,96327,17,0,0,110.6201271,16,33.76074836
0,25400,138132,243327,27,0,0,349.9409295,19,37.82005452
0,25400,61771,105880,17,0,1,130.1504229,29,37.19524901
0,25400,74074.7,45369,11.2,0.2,0.5,87.26384702,12,27.5294977
0,25500,74074.7,31777,23,0,0,82.29350724,15,28.07899411
0,25500,143881,178914,7,0,0,323.0225718,35,37.57582198
0,25500,79689,117577,9,0,0,114.9684987,19,26.48488637
0,25500,44562,79481,10,0,0,126.2778082,19,40.25073803
0,25500,50847,79738,20,0,0,204.6779007,26,35.86008764
0,25500,79593,113063,9,0,0,135.7406135,19,28.04079318
0,25500,26603,64347,1,0,0,117.432365,6,39.25791203
0,25500,235839,267506,5,0,0,240.2170139,51,39.04842776
0,25500,74074.7,121708,8,1,0,151.9693412,27,33.15994063
0,25500,74074.7,44707,11.2,0.2,0.5,95.59549608,12,27.50357097
0,25500,32458,52329,15,0,0,105.7836806,24,29.86627823
0,25500,74074.7,43031,11.2,0.2,0.5,89.16926731,13,28.86528212
0,25500,73083,126995,1,0,0,289.2008986,24,37.31620765
0,25600,47936,80600,23,0.2,1,290.4782768,30,37.73494052
0,25600,241570,264772,4,1,0,260.7419889,50,37.37997465
0,25600,196689,247025,8,0,0,105.425354,25,42.6702753
0,25600,58606,89508,8,1,0,140.7127577,30,41.66996371
0,25600,78441,128814,2,0,0,310.5000998,24,38.73864962
0,25600,111000,153000,7,0,0,112.6333333,27,37.49881316
1,25600,46000,80000,11.2,0,0,135.9,19,40.51147363
0,25600,76383,103544,0,0.2,0.5,222.2421983,24,42.93996933
0,25600,74074.7,147598,11.2,0.2,0.5,179.2,21.3,14.46198733
1,25600,50910,87358,19,2,0,104.4064722,27,42.67745065
0,25600,144616,211230,7,0,0,199.0913081,27,39.00292833
1,25600,65030,92453,5,0,0,179.2,0,35.02885642
0,25600,77123,103014,1,0.2,0.5,231.7942011,24,43.67128143
0,25600,76102,119391,5,0,0,87.62538217,32,40.92995432
0,25700,94295,143788,23,0,0,220.7295189,13,42.35812804
0,25700,31333,56733,13,0,0,97.08615056,25,30.61978676
0,25700,32039,54499,15,0,0,114.8074121,24,31.14295705
0,25700,189995,250814,9,0,0,100.8009427,25,41.00583277
0,25700,26059,51800,24,0,0,118.0311312,10,23.08547854
0,25700,50800,85000,23,1,2,184.2666667,20,36.53894792
0,25700,197425,242602,8,0,0,102.9603455,26,41.27712717
0,25700,43881,69954,10,0,0,126.4730656,20,40.76906182
0,25700,83733,116386,8,0,1,397.8706892,44,41.86989334
1,25700,32613,63065,0,0,0,218.4852751,22,41.21010704
0,25700,23047,76575,11.2,2,1,104.5662029,26,29.29663349
0,25700,85417,98179,7,0.2,0.5,179.2,21.3,30.82947717
0,25700,103598,144594,19,0,0,217.944828,13,41.13564938
0,25700,63054,104624,15,0,1,132.1071172,29,40.20529288
0,25800,140785,208421,3,0,0,176.2714893,28,39.74500284
0,25800,74074.7,63456,25,0,0,148.8162847,8,22.06576364
0,25800,74074.7,68913,26,0,0,123.6444881,9,22.92513606
0,25800,70804,106892,12,0,0,291.0720275,33,40.77228326
0,25800,82058,116330,11,0,1,128.4471699,18,27.98945739
0,25800,112388,180313,16,0,0,295.5460058,31,33.24109601
0,25800,74074.7,51824,11.2,0.2,0.5,89.59981508,12,28.54647846
0,25900,201877,239546,6,0,0,134.8532427,42,40.39811434
1,25900,42105,73249,2,0,0,109.2111561,22,31.80908592
0,25900,74074.7,33888,24,0,0,73.85849672,14,28.24306257
1,25900,74074.7,102269,20,0,2,190.9965648,22,31.16238948
0,25900,108319,135884,8,1,0,188.3758019,18,40.50485505
1,25900,58000,95000,3,0,1,34.66666667,28,32.2555805
0,25900,145700,211151,6,0,0,182.1713721,27,38.48048457
0,25900,80663,122372,10,0,1,133.669494,18,26.57393079
0,25900,152071,185893,0,0,0,185.543512,16,40.6422789
0,25900,59575,85837,22,0,1,189.7553505,19,24.87461511
0,25900,56784,91401,2,0,1,90.16369704,23,34.09893173
0,25900,58693,86469,1,0,1,94.12956341,23,32.12756274
1,25900,21852,57518,2,0,0,80.16847942,11,31.98368604
1,26000,43314,71303,8,0,7,246.3186749,23,43.21523351
0,26000,150773,179077,1,0,0,186.914467,35,38.70777971
0,26000,238005,260479,5,1,0,242.2901595,51,35.45765879
0,26000,100548,207647,22,0,0,218.5959913,18,26.55949496
0,26000,107291,137426,9,2,0,191.57344,18,40.76740141
0,26000,45963,74279,20,0.2,0,295.6669448,29,37.91727288
0,26000,222681,286283,6,0.2,4,485.9453583,55,33.23935548
0,26000,139904,172310,6,1,0,204.1144147,19,34.83482969
0,26000,75034,100852,10,0,0,152.3539807,20,36.3563094
1,26000,79714,102269,1,0,4,125.7666667,23,43.73493933
1,26000,154000,190000,0,0,4,171.4333333,58,41.38920009
0,26000,119553,158687,5,0,0,290.7585045,24,36.97751891
0,26000,81764,118388,9,0,0,130.1924181,18,28.15413466
0,26100,74074.7,36277,9,0,0.5,79.33145984,13,20.51714628
0,26100,75164,108483,7,0,0,300.8359581,28,30.07140205
0,26100,150464,203202,10,0,0,248.4819453,33,43.11219067
0,26100,74074.7,35271,9,0,0.5,96.52831616,14,23.31865001
0,26100,80176,113247,9,0,1,294.7520334,29,33.19212531
0,26100,74074.7,120470,7,0,0,161.2876716,27,34.13000366
0,26100,50605,77841,21,0.2,0,286.4482043,31,41.17380505
1,26100,73525,102269,3,1,0.5,106.6522984,6,22.50817251
0,26100,20566,50534,24,0,0,140.5532102,10,24.09826676
0,26200,105096,136580,9,2,0,181.3585917,17,39.18736161
0,26200,77952,113285,5,0,0,90.01609154,31,39.39066028
0,26200,141109,245422,28,0,0,343.7871223,18,38.11355594
0,26200,72648,123582,0,1,0,331.3528857,23,37.54583738
0,26200,49323,77160,23,0.2,1,286.1816551,29,39.67630465
0,26200,149599,181869,1,0,0,204.0289898,35,39.80087956
1,26200,51599,87148,11.2,0,0,129.9339205,19,35.86280487
0,26300,87291,122531,10,0,1,128.4832581,18,27.83750961
0,26300,74074.7,37310,26,0,0,92.85512943,15,27.21702865
0,26300,94337,123054,0,1,0,204.9173394,38,35.72585219
0,26300,147600,184207,5,0,0,310.3481457,35,38.23508627
0,26300,118304,177819,17,0,0,299.2172523,30,34.36826933
0,26300,25685,51023,35,0,0,261.470872,23,40.08504815
0,26300,52394,93307,24,0,1,184.6560958,19,23.54869835
0,26300,58369,88124,7,0,0,234.2215473,20,37.15829482
0,26300,52296,91041,24,1,2,193.8537132,19,24.89378113
0,26300,74074.7,51055,11.2,0.2,0.5,70.25339459,14,28.20743574
0,26300,114956,147793,3,0.2,0.5,296.5601545,35,43.80729316
0,26300,74074.7,45913,11.2,0.2,0.5,92.57722408,13,27.92400089
0,26300,74074.7,43472,11.2,0.2,0.5,90.08032697,12,28.68850032
0,26300,25530,79885,11.2,1,1,105.6387889,26,29.92863683
0,26300,94916,127526,0,0,0,195.8476245,37,36.01849565
0,26400,43781,66030,17,0,0,184.3849541,21,31.48990578
0,26400,73679,98614,10,0,0,151.6287037,20,38.15962279
0,26400,130672,212536,10,0,0,221.5068316,26,20.26991879
0,26400,128413,207302,9,0,0,228.0151317,26,17.87219518
0,26400,122105,165000,1,0,0,234.4,24,29.91257286
0,26400,240907,260638,7,1,0,255.415514,51,37.65291911
0,26400,134642,182719,0,0.2,0.5,122.4568633,39,32.69880046
0,26400,196412,250164,9,0,0,97.27834927,26,42.334246
0,26400,59288,87753,8,1,1,145.8824924,29,38.97248671
0,26500,29751,57501,1,0,0,114.359189,7,37.07547187
0,26500,23742,77878,11.2,2,1,99.37716841,26,28.87672375
0,26500,145393,187324,3,0,0,194.2277448,16,40.85486499
